;height;href;lat;long;name;norm_name;norm_reg;okato;oktmo;people;phone_code;post_index;square;timezone
1054;250;https://ru.wikipedia.org/wiki/%D0%93%D1%83%D0%BA%D0%BE%D0%B2%D0%BE;48.05;39.93333333;Гуково;Гуково;Ростовская;60 415;60715000001;66332;786361;;40;UTC+3
819;185;https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D1%83%D0%BF%D0%B8%D0%BD%D0%BE;54.88694444;38.07722222;Ступино;Ступино;Московская;46 253 501;46653101001;66341;+7 496 6 (все номера начинаются на 4 и 5);142800;35.5;UTC+3
163;170;https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D0%BE%D0%B3%D0%BE%D1%80%D1%81%D0%BA_(%D0%90%D0%BC%D1%83%D1%80%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);50.91666667;12.14138889;Белогорск;Белогорск;Амурская;10 410;10710000001;66917;741641;676850;117.6;UTC+9
378;125;https://ru.wikipedia.org/wiki/%D0%9A%D1%81%D1%82%D0%BE%D0%B2%D0%BE;56.15166667;44.19555556;Кстово;Кстово;Нижегородская;22 237 501;22637101001;67723;783145;607650;0;UTC+3
651;30;https://ru.wikipedia.org/wiki/%D0%A4%D0%B5%D0%BE%D0%B4%D0%BE%D1%81%D0%B8%D1%8F;45.04888889;35.37916667;Феодосия;Феодосия;Крым;;35726000001;67993;+7 36562[6][7];;42.29;UTC+3
725;20;https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D1%81%D0%BD%D0%BE%D0%B2%D1%8B%D0%B9_%D0%91%D0%BE%D1%80_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4);59.88333333;29.1;Сосновый Бор;Сосновый Бор;Ленинградская;41 454;41754000001;68045;781369;188540;72;UTC+3
70;250;https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D0%BD%D1%83%D1%81%D0%B8%D0%BD%D1%81%D0%BA;53.7;91.68333333;Минусинск;Минусинск;Красноярский;4 423 000 000;4723000001;68309;739132;662600;17.7;UTC+7
1447;120;https://ru.wikipedia.org/wiki/%D0%A2%D1%83%D0%B9%D0%BC%D0%B0%D0%B7%D1%8B;54.6;53.7;Туймазы;Туймазы;Башкортостан;80 450;80651101001;68410;734782;452750;43;UTC+5
115;300;https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B5%D0%B2%D1%81%D0%BA;44.15;43.46666667;Георгиевск;Георгиевск;Ставропольский;7 407;7707000001;69030;787951;357820;25;UTC+3
1146;270;https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%80%D1%85%D0%BD%D1%8F%D1%8F_%D0%9F%D1%8B%D1%88%D0%BC%D0%B0;56.96666667;60.58333333;Верхняя Пышма;Верхняя Пышма;Свердловская;65 420;65732000001;69117;734368;62409X;60;UTC+5
724;30;https://ru.wikipedia.org/wiki/%D0%92%D1%81%D0%B5%D0%B2%D0%BE%D0%BB%D0%BE%D0%B6%D1%81%D0%BA;60.01666667;30.65;Всеволожск;Всеволожск;Ленинградская;41 413 000 000;41612101001;70292;781370;;62.26;UTC+3
817;170;https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D1%85%D0%BE%D0%B2_(%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);55.145;37.45555556;Чехов;Чехов;Московская;46 256 501;46656101001;70548;+7 496 (все номера начинаются на 72);;23.4;UTC+3
558;230;https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B6%D0%B5%D1%80%D0%BE-%D0%A1%D1%83%D0%B4%D0%B6%D0%B5%D0%BD%D1%81%D0%BA;56.08333333;86.03333333;Анжеро-Судженск;Анжеро-Судженск;Кемеровская;32 404;32704000001;71787;738453;652470;119.2;UTC+7
557;220;https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D0%BE%D0%B2%D0%BE;54.41666667;86.3;Белово;Белово;Кемеровская;32 407;32707000001;72843;738452;;219.34;UTC+7
672;50;https://ru.wikipedia.org/wiki/%D0%A7%D0%B0%D0%BF%D0%B0%D0%B5%D0%B2%D1%81%D0%BA;52.98333333;49.71666667;Чапаевск;Чапаевск;Самарская;36 450;36750000001;72944;784639;4461xx;187.49;UTC+4
591;140;https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D0%BE-%D0%A7%D0%B5%D0%BF%D0%B5%D1%86%D0%BA;58.55;50.01666667;Кирово-Чепецк;Кирово-Чепецк;Кировская;33 407;33707000001;73279;783361;613040;53.36;UTC+3
3;140;https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%BE%D0%B0%D0%BB%D1%82%D0%B0%D0%B9%D1%81%D0%BA;53.4;83.93333333;Новоалтайск;Новоалтайск;Алтайский;1 413;1713000001;73712;738532;658ХХХ;72.2;UTC+7
816;150;https://ru.wikipedia.org/wiki/%D0%95%D0%B3%D0%BE%D1%80%D1%8C%D0%B5%D0%B2%D1%81%D0%BA;55.38333333;39.03361111;Егорьевск;Егорьевск;Московская;46 212 501;46722000001;73723;749640;;29;UTC+3
1717;70;https://ru.wikipedia.org/wiki/%D0%95%D0%BB%D0%B0%D0%B1%D1%83%D0%B3%D0%B0;55.76666667;52.03333333;Елабуга;Елабуга;Татарстан;92 415;92626101001;73817;785557;423600;41.1;UTC+3
1887;80;https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D1%80%D0%BE%D0%B1%D0%B8%D0%B4%D0%B6%D0%B0%D0%BD;48.78333333;13.04888889;Биробиджан;Биробиджан;Еврейская;99 401;99701000001;74095;742622;;169.38;UTC+10
815;150;https://ru.wikipedia.org/wiki/%D0%98%D0%B2%D0%B0%D0%BD%D1%82%D0%B5%D0%B5%D0%B2%D0%BA%D0%B0;55.97;37.92;Ивантеевка;Ивантеевка;Московская;46 432;46732000001;74497;7496;;14.49;UTC+3
1799;260;https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D1%80%D0%BD%D0%BE%D0%B3%D0%BE%D1%80%D1%81%D0%BA;53.81666667;91.28333333;Черногорск;Черногорск;Хакасия;95 415;95715000001;74698;739031;655150;0;UTC+7
30;15;https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%BB%D0%B5%D0%BD%D0%B4%D0%B6%D0%B8%D0%BA;44.56083333;38.07666667;Геленджик;Геленджик;Краснодарский;3 408;3708000001;74887;786141;;19.25;UTC+3
814;125;https://ru.wikipedia.org/wiki/%D0%94%D1%83%D0%B1%D0%BD%D0%B0;56.75;37.15;Дубна;Дубна;Московская;46 418;46718000001;75018;749621;;63.36;UTC+3
1348;170;https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%BE%D0%B8%D1%86%D0%BA_(%D0%A7%D0%B5%D0%BB%D1%8F%D0%B1%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);54.08333333;61.56666667;Троицк;Троицк;Челябинская;75 452;75752000001;75231;735163;457100;128.97;UTC+5
29;11;https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B0%D0%BF%D0%B0;44.89444444;37.31666667;Анапа;Анапа;Краснодарский;3 403 000 000;3703000001;75375;786133;;58.98;UTC+3
114;300;https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5_%D0%92%D0%BE%D0%B4%D1%8B;44.20083333;43.1125;Минеральные Воды;Минеральные Воды;Ставропольский;7 421;7721000001;75381;787922;357200;51.55;UTC+3
686;80;https://ru.wikipedia.org/wiki/%D0%A8%D0%B0%D0%B4%D1%80%D0%B8%D0%BD%D1%81%D0%BA;56.08333333;63.63333333;Шадринск;Шадринск;Курганская;37 405;37705000001;75623;735253;641870;173.66;UTC+5
1099;140;https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BB%D0%B0%D1%88%D0%BE%D0%B2_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4);51.55;43.16666667;Балашов;Балашов;Саратовская;63 410;63608101001;77391;784545;412302—412316;72.9;UTC+4
424;440;https://ru.wikipedia.org/wiki/%D0%A3%D1%81%D0%BE%D0%BB%D1%8C%D0%B5-%D0%A1%D0%B8%D0%B1%D0%B8%D1%80%D1%81%D0%BA%D0%BE%D0%B5;52.75;10.06083333;Усолье-Сибирское;Усолье-Сибирское;Иркутская;25 436;25736000001;77989;739543;665460;74;UTC+8
377;75;https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D1%80_(%D0%9D%D0%B8%D0%B6%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);56.36027778;44.05916667;Бор;Бор;Нижегородская;22 412 000;22712000001;78385;783159;606440;147;UTC+3
723;3;https://ru.wikipedia.org/wiki/%D0%92%D1%8B%D0%B1%D0%BE%D1%80%D0%B3;60.70916667;28.74416667;Выборг;Выборг;Ленинградская;41 417;41615101001;78457;781378;;160.85;UTC+3
813;160;https://ru.wikipedia.org/wiki/%D0%9A%D0%BB%D0%B8%D0%BD_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4);56.33388889;36.7125;Клин;Клин;Московская;46 221 501;46621101001;79056;+7 49624[2];;37;UTC+3
650;54;https://ru.wikipedia.org/wiki/%D0%AF%D0%BB%D1%82%D0%B0;44.49944444;34.15527778;Ялта;Ялта;Крым;;35729000001;79457;+7 3654[6][7];;18.2;UTC+3
1347;240;https://ru.wikipedia.org/wiki/%D0%9E%D0%B7%D1%91%D1%80%D1%81%D0%BA_(%D0%A7%D0%B5%D0%BB%D1%8F%D0%B1%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);55.75;60.71666667;Озёрск;Озерск;Челябинская;75 543;75743000001;79518;+7 35130;;657.32;UTC+5
1053;40;https://ru.wikipedia.org/wiki/%D0%90%D0%B7%D0%BE%D0%B2;47.1;39.41666667;Азов;Азов;Ростовская;60 404;60704000001;81335;786342;;67.5;UTC+3
1145;300;https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%BE%D1%83%D1%80%D0%B0%D0%BB%D1%8C%D1%81%D0%BA;57.25;60.08333333;Новоуральск;Новоуральск;Свердловская;65 540;65752000001;81577;734377;;31.9;UTC+5
556;150;https://ru.wikipedia.org/wiki/%D0%AE%D1%80%D0%B3%D0%B0;55.73333333;84.9;Юрга;Юрга;Кемеровская;32 449;32749000001;81733;738451;;44.8;UTC+7
423;300;https://ru.wikipedia.org/wiki/%D0%A3%D1%81%D1%82%D1%8C-%D0%98%D0%BB%D0%B8%D0%BC%D1%81%D0%BA;58;10.04444444;Усть-Илимск;Усть-Илимск;Иркутская;25 438;25738000001;82455;739535;;229;UTC+8
976;240;https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D0%B7%D0%BD%D0%B5%D1%86%D0%BA;53.11666667;46.6;Кузнецк;Кузнецк;Пензенская;56 405;56705000001;83400;784157;442530;42.08;UTC+3
998;95;https://ru.wikipedia.org/wiki/%D0%A7%D0%B0%D0%B9%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4);56.76666667;54.11666667;Чайковский;Чайковский;Пермский;57 435;57654101001;83486;734241;;56.49;UTC+5
399;110;https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D0%BD%D0%B5%D1%88%D0%BC%D0%B0;57.45;42.15;Кинешма;Кинешма;Ивановская;24 405;24705000001;83871;749331;155800 - 155819;49;UTC+3
27;10;https://ru.wikipedia.org/wiki/%D0%95%D0%B9%D1%81%D0%BA;46.71055556;38.27777778;Ейск;Ейск;Краснодарский;3 411;3616101001;84259;786132;;144;UTC+3
69;150;https://ru.wikipedia.org/wiki/%D0%96%D0%B5%D0%BB%D0%B5%D0%B7%D0%BD%D0%BE%D0%B3%D0%BE%D1%80%D1%81%D0%BA_(%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%BE%D1%8F%D1%80%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D1%80%D0%B0%D0%B9);56.25;93.53333333;Железногорск;Железногорск;Красноярский;4 535;4735000001;84543;73919;662970;456.6;UTC+7
1716;315;https://ru.wikipedia.org/wiki/%D0%91%D1%83%D0%B3%D1%83%D0%BB%D1%8C%D0%BC%D0%B0;54.53333333;52.78333333;Бугульма;Бугульма;Татарстан;92 410;92617101001;85476;+7 (85594);;27.87;UTC+3
942;70;https://ru.wikipedia.org/wiki/%D0%91%D1%83%D0%B7%D1%83%D0%BB%D1%83%D0%BA;52.76666667;52.26666667;Бузулук;Бузулук;Оренбургская;53 412;53712000001;86316;735342;;54.42;UTC+5
214;180;https://ru.wikipedia.org/wiki/%D0%93%D1%83%D0%B1%D0%BA%D0%B8%D0%BD_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4);51.28333333;37.55;Губкин;Губкин;Белгородская;14 430;14730000001;86999;747241;;42;UTC+3
812;195;https://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D0%B1%D0%BD%D1%8F;56.01194444;37.47444444;Лобня;Лобня;Московская;46 440;46740000001;87352;+7 577, 498;141730;29.5;UTC+3
113;440;https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D1%81%D0%BA_(%D0%A1%D1%82%D0%B0%D0%B2%D1%80%D0%BE%D0%BF%D0%BE%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D1%80%D0%B0%D0%B9);45.13944444;42.03388889;Михайловск;Михайловск;Ставропольский;7 258 501;7658101001;87916;786553;;21;UTC+3
941;200;https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%BE%D1%82%D1%80%D0%BE%D0%B8%D1%86%D0%BA;51.20666667;58.32805556;Новотроицк;Новотроицк;Оренбургская;53 420;53720000001;88216;73537;462351;352.34;UTC+5
1052;60;https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BC%D0%B5%D0%BD%D1%81%D0%BA-%D0%A8%D0%B0%D1%85%D1%82%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9;48.31666667;40.26666667;Каменск-Шахтинский;Каменск-Шахтинский;Ростовская;60 419;60719000001;89657;+7 86365;347800;160;UTC+3
68;200;https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BD%D1%81%D0%BA;56.2;95.7;Канск;Канск;Красноярский;4 420;4720000001;90231;739161;6636**;96.3;UTC+7
555;320;https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D1%81%D0%B5%D0%BB%D1%91%D0%B2%D1%81%D0%BA;53.98333333;86.7;Киселёвск;Киселевск;Кемеровская;32 416;32716000001;90980;738464;652700—652799;160;UTC+7
773;70;https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%B3%D0%B0%D0%B4%D0%B0%D0%BD;59.56666667;15.01333333;Магадан;Магадан;Магаданская;44 401;44701000001;92711;74132;685000;295;UTC+11
1019;100;https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%B8%D0%B5_%D0%9B%D1%83%D0%BA%D0%B8;56.35;30.51666667;Великие Луки;Великие Луки;Псковская;58 410;58710000001;92757;781153;;60.08;UTC+3
1759;150;https://ru.wikipedia.org/wiki/%D0%93%D0%BB%D0%B0%D0%B7%D0%BE%D0%B2;58.14083333;52.67416667;Глазов;Глазов;Удмуртия;94 420;94720000001;93628;734141;427620 - 427649[2];69;UTC+4
1198;150;https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%87%D1%83%D1%80%D0%B8%D0%BD%D1%81%D0%BA;52.89222222;40.49277778;Мичуринск;Мичуринск;Тамбовская;68 415;68715000001;93690;747545;393760–393779;78;UTC+3
811;120;https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D1%81%D0%BA%D1%80%D0%B5%D1%81%D0%B5%D0%BD%D1%81%D0%BA;55.32333333;38.68055556;Воскресенск;Воскресенск;Московская;46 206 501;46606101001;94019;749644;140200;38.78;UTC+3
997;150;https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BB%D0%B8%D0%BA%D0%B0%D0%BC%D1%81%D0%BA;59.63333333;56.76666667;Соликамск;Соликамск;Пермский;57 430;57730000001;94628;734253;;166.55;UTC+5
376;150;https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D1%80%D0%BE%D0%B2;54.93333333;43.31666667;Саров;Саров;Нижегородская;22 503;22704000001;95065;783130;;232;UTC+3
722;100;https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D1%82%D1%87%D0%B8%D0%BD%D0%B0;59.56666667;30.13333333;Гатчина;Гатчина;Ленинградская;41 420;41618101001;95178;781371;;28.75;UTC+3
554;230;https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%BD%D0%B8%D0%BD%D1%81%D0%BA-%D0%9A%D1%83%D0%B7%D0%BD%D0%B5%D1%86%D0%BA%D0%B8%D0%B9;54.65;86.16666667;Ленинск-Кузнецкий;Ленинск-Кузнецкий;Кемеровская;32 419;32719000001;96921;738456;652500;128;UTC+7
1144;105;https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D1%80%D0%BE%D0%B2_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4);59.58333333;60.56666667;Серов;Серов;Свердловская;65 492;65756000001;97762;734385;624XXX;418;UTC+5
1604;100;https://ru.wikipedia.org/wiki/%D0%A3%D1%85%D1%82%D0%B0;63.56666667;53.7;Ухта;Ухта;Коми;87 425;87725000001;97806;78216;;0;UTC+3
553;240;https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B6%D0%B4%D1%83%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%81%D0%BA;53.68333333;88.05;Междуреченск;Междуреченск;Кемеровская;32 425;32725000001;97895;738475;;335.4;UTC+7
1758;80;https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D1%80%D0%B0%D0%BF%D1%83%D0%BB;56.46666667;53.8;Сарапул;Сарапул;Удмуртия;94 440;94740000001;97910;734147;;0;UTC+4
1757;130;https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D1%82%D0%BA%D0%B8%D0%BD%D1%81%D0%BA;57.05;54;Воткинск;Воткинск;Удмуртия;94 410;94710000001;98063;734145;;112.18;UTC+4
1271;50;https://ru.wikipedia.org/wiki/%D0%A5%D0%B0%D0%BD%D1%82%D1%8B-%D0%9C%D0%B0%D0%BD%D1%81%D0%B8%D0%B9%D1%81%D0%BA;61.00055556;69.00611111;Ханты-Мансийск;Ханты-Мансийск;Югра;71 131;71871000001;98692;73467;628000;337.76;UTC+5
1270;90;https://ru.wikipedia.org/wiki/%D0%A2%D0%BE%D0%B1%D0%BE%D0%BB%D1%8C%D1%81%D0%BA;58.19527778;68.25805556;Тобольск;Тобольск;Тюменская;71 410;71710000001;98886;73456;;222;UTC+5
1715;90;https://ru.wikipedia.org/wiki/%D0%97%D0%B5%D0%BB%D0%B5%D0%BD%D0%BE%D0%B4%D0%BE%D0%BB%D1%8C%D1%81%D0%BA;55.85;48.51666667;Зеленодольск;Зеленодольск;Татарстан;92 420;92628101001;99235;784371;;37.73;UTC+3
810;160;https://ru.wikipedia.org/wiki/%D0%A0%D0%B5%D1%83%D1%82%D0%BE%D0%B2;55.76666667;37.86666667;Реутов;Реутов;Московская;46 464;46764000001;99989;"+7 495
+7 498";;8.89;UTC+3
701;220;https://ru.wikipedia.org/wiki/%D0%96%D0%B5%D0%BB%D0%B5%D0%B7%D0%BD%D0%BE%D0%B3%D0%BE%D1%80%D1%81%D0%BA_(%D0%9A%D1%83%D1%80%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);52.33916667;35.35166667;Железногорск;Железногорск;Курская;38 405;38705000001;100671;747148;;112.03;UTC+3
809;145;https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B3%D0%B8%D0%BD%D1%81%D0%BA;55.85;38.43333333;Ногинск;Ногинск;Московская;46 239 501;46639101001;102267;749651;142400;52.09;UTC+3
671;90;https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%BE%D0%BA%D1%83%D0%B9%D0%B1%D1%8B%D1%88%D0%B5%D0%B2%D1%81%D0%BA;53.1;49.91666667;Новокуйбышевск;Новокуйбышевск;Самарская;36 413;36713000001;102933;784635;446200;86;UTC+4
892;130;https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D1%80%D0%B4%D1%81%D0%BA;54.75;83.1;Бердск;Бердск;Новосибирская;50 408;50708000001;103290;738341;;67;UTC+7
1571;120;https://ru.wikipedia.org/wiki/%D0%AD%D0%BB%D0%B8%D1%81%D1%82%D0%B0;46.31666667;44.26666667;Элиста;Элиста;Калмыкия;85 401 000 000;85701000001;103899;784722;;92.36;UTC+3
808;180;https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BB%D0%B3%D0%BE%D0%BF%D1%80%D1%83%D0%B4%D0%BD%D1%8B%D0%B9;55.93333333;37.5;Долгопрудный;Долгопрудный;Московская;46 416 000 000;46716000001;104238;495, 498;141707;30.52;UTC+3
375;150;https://ru.wikipedia.org/wiki/%D0%90%D1%80%D0%B7%D0%B0%D0%BC%D0%B0%D1%81;55.38333333;43.8;Арзамас;Арзамас;Нижегородская;22 403;22703000001;104547;783147;;34.32;UTC+3
807;210;https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D1%80%D0%B3%D0%B8%D0%B5%D0%B2_%D0%9F%D0%BE%D1%81%D0%B0%D0%B4;56.3;38.13333333;Сергиев Посад;Сергиев Посад;Московская;46 215 501;46615101001;104579;7496;;50.4;UTC+3
756;140;https://ru.wikipedia.org/wiki/%D0%95%D0%BB%D0%B5%D1%86;52.61666667;38.46666667;Елец;Елец;Липецкая;42 415;42715000001;105016;747467;399770—399788;70.67;UTC+3
67;220;https://ru.wikipedia.org/wiki/%D0%90%D1%87%D0%B8%D0%BD%D1%81%D0%BA;56.26666667;90.5;Ачинск;Ачинск;Красноярский;4 403;4703000001;105364;739151;662150—662165;103.21;UTC+7
649;3;https://ru.wikipedia.org/wiki/%D0%95%D0%B2%D0%BF%D0%B0%D1%82%D0%BE%D1%80%D0%B8%D1%8F;45.2;33.35833333;Евпатория;Евпатория;Крым;;35712000001;106158;736569;;290.6;UTC+3
806;160;https://ru.wikipedia.org/wiki/%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD%D0%BE;56.01666667;37.85;Пушкино;Пушкино;Московская;46 247 501;46647101001;106577;"+7 496 53
+7 496 58";;60.33;UTC+3
89;23;https://ru.wikipedia.org/wiki/%D0%90%D1%80%D1%82%D1%91%D0%BC_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4);43.35;13.03638889;Артём;Артем;Приморский;5 405 000;5705000001;106732;742337;;506.4;UTC+10
1269;115;https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D1%8F%D0%B1%D1%80%D1%8C%D1%81%D0%BA;63.20166667;75.45166667;Ноябрьск;Ноябрьск;Ямало-Ненецкий;71 178;71958000001;106879;73496;;38.84;UTC+5
112;640;https://ru.wikipedia.org/wiki/%D0%95%D1%81%D1%81%D0%B5%D0%BD%D1%82%D1%83%D0%BA%D0%B8;44.04305556;42.86444444;Ессентуки;Ессентуки;Ставропольский;7 410;7710000001;107104;787934;357601;50;UTC+3
1220;90;https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%B2%D0%B5%D1%80%D1%81%D0%BA;56.6;84.85;Северск;Северск;Томская;69 541;69741000001;107922;73823;;48.57;UTC+7
1051;130;https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%BE%D1%88%D0%B0%D1%85%D1%82%D0%B8%D0%BD%D1%81%D0%BA;47.76666667;39.91666667;Новошахтинск;Новошахтинск;Ростовская;60 430;60730000001;108782;786369;346900;136;UTC+3
805;130;https://ru.wikipedia.org/wiki/%D0%96%D1%83%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_(%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);55.60111111;38.11611111;Жуковский;Жуковский;Московская;46 425;46725000001;108980;+7 49848[4];;47.23;UTC+3
287;115;https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D1%80%D0%BE%D0%BC;55.5725;42.05138889;Муром;Муром;Владимирская;17 435;17735000001;109809;749234;;43.78;UTC+3
307;50;https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BC%D1%8B%D1%88%D0%B8%D0%BD;50.08333333;45.4;Камышин;Камышин;Волгоградская;18 415;18715000001;111775;784457;;81;UTC+3
804;125;https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%BC%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%B5;55.56666667;38.21666667;Раменское;Раменское;Московская;46 248 501;46648101001;112989;+7 496 4 (все номера начинаются с 6 и 7);;59.46;UTC+3
1268;40;https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D1%8B%D0%B9_%D0%A3%D1%80%D0%B5%D0%BD%D0%B3%D0%BE%D0%B9;66.08472222;76.67888889;Новый Уренгой;Новый Уренгой;Ямало-Ненецкий;71 176;71956000001;113254;73494;629300–629329;111;UTC+5
1526;0;https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%81%D0%BF%D0%B8%D0%B9%D1%81%D0%BA;42.88333333;47.63333333;Каспийск;Каспийск;Дагестан;82 420;82720000001;113348;787246;377563;32.94;UTC+3
528;175;https://ru.wikipedia.org/wiki/%D0%9E%D0%B1%D0%BD%D0%B8%D0%BD%D1%81%D0%BA;55.1;36.61666667;Обнинск;Обнинск;Калужская;29 415;29715000001;113639;"+7 484
48439";;42.97;UTC+3
1446;140;https://ru.wikipedia.org/wiki/%D0%9E%D0%BA%D1%82%D1%8F%D0%B1%D1%80%D1%8C%D1%81%D0%BA%D0%B8%D0%B9_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4);54.48333333;53.48333333;Октябрьский;Октябрьский;Башкортостан;80 435;80735000001;113929;734767;;98.83;UTC+5
1738;630;https://ru.wikipedia.org/wiki/%D0%9A%D1%8B%D0%B7%D1%8B%D0%BB;51.7;94.36666667;Кызыл;Кызыл;Тыва;93 401;93701000001;116015;739422;;97.41;UTC+7
446;522;https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D0%B7%D1%80%D0%B0%D0%BD%D1%8C;43.21666667;44.76666667;Назрань;Назрань;Ингушетия;26 406;26706000001;116020;78732;386120;80;UTC+3
1308;88;https://ru.wikipedia.org/wiki/%D0%94%D0%B8%D0%BC%D0%B8%D1%82%D1%80%D0%BE%D0%B2%D0%B3%D1%80%D0%B0%D0%B4_(%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D1%8F);54.23333333;49.58333333;Димитровград;Димитровград;Ульяновская;73 405;73705000001;116055;784235;4335хх;103;UTC+4
