norm_name;name;norm_reg;href;lat;long;okato;oktmo;people;square;height;phone_code;post_index;timezone;RegName;RegOKATO;RegPeople;RegSquare;adm_center;FedName;people2017;city_people;country_people
Заюково;Заюково;Кабардино-Балкария;https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D1%8E%D0%BA%D0%BE%D0%B2%D0%BE;43.60555556;43.3;83 210 000 006;83610425101;11628;0.0;905.0;786634;361523;UTC+3;Кабардино-Балкария;83;864454.0;12470.0;Нальчик;Северо–Кавказский федеральный округ;;;
Дрезна;Дрезна;Московская;https://ru.wikipedia.org/wiki/%D0%94%D1%80%D0%B5%D0%B7%D0%BD%D0%B0;55.74444444;38.84944444;46 243 504;46643104001;11638;2.0;123.0;74964;142660;UTC+3;Московская область;46;7423470.0;44329.0;Красногорск;Центральный федеральный округ;11638;11638;
Знаменское;Знаменское;Чечня;https://ru.wikipedia.org/wiki/%D0%97%D0%BD%D0%B0%D0%BC%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%B5_(%D0%A7%D0%B5%D1%87%D0%BD%D1%8F);43.67777778;45.12805556;96 216 816 001;96616416101;11654;0.0;94.0;+7 87132[3];366813;UTC+3;Чечня;96;1414865.0;15647.0;Грозный;Северо–Кавказский федеральный округ;;;
Сагопши;Сагопши;Ингушетия;https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B3%D0%BE%D0%BF%D1%88%D0%B8;43.48055556;44.58972222;26 215 840 001;26615405101;11675;0.0;0.0;;386340;UTC+3;Ингушетия;26;480474.0;3628.0;Магас;Северо–Кавказский федеральный округ;;;
Солнечнодольск;Солнечнодольск;Ставропольский;https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BB%D0%BD%D0%B5%D1%87%D0%BD%D0%BE%D0%B4%D0%BE%D0%BB%D1%8C%D1%81%D0%BA;45.30777778;41.51083333;7 220 555;07620155051;11675;6.0;0.0;786545;356126;UTC+3;Ставропольский край;7;2804383.0;66160.0;Ставрополь;Северо–Кавказский федеральный округ;11675;11675;
Юрюзань;Юрюзань;Челябинская;https://ru.wikipedia.org/wiki/%D0%AE%D1%80%D1%8E%D0%B7%D0%B0%D0%BD%D1%8C_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4);54.86666667;58.43333333;75 229 516;75629116001;11685;0.0;378.0;735147;456120;UTC+5;Челябинская область;74;3502323.0;88529.0;Челябинск;Уральский федеральный округ;11685;11685;
Алексеевское;Алексеевское;Татарстан;https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B5_(%D0%A2%D0%B0%D1%82%D0%B0%D1%80%D1%81%D1%82%D0%B0%D0%BD);55.3;50.08333333;92 206 551 000;92606151051;11700;0.0;56.0;784341;422901;UTC+3;Татарстан;92;3885253.0;67847.0;Казань;Приволжский федеральный округ;11700;11700;
Долинск;Долинск;Сахалинская;https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BB%D0%B8%D0%BD%D1%81%D0%BA;47.31666667;14.04666667;64 410;64712000001;11708;0.0;20.0;+7 424 42;694051[2];UTC+11;Сахалинская область;64;487344.0;87101.0;Южно-Сахалинск;Дальневосточный федеральный округ;11708;11708;
Краснобродский;Краснобродский;Кемеровская;https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%BE%D0%B1%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B8%D0%B9;54.15805556;86.44277778;32 459;32751000051;11715;13.25;312.0;738452;652640;UTC+7;Кемеровская область;32;2708844.0;95725.0;Кемерово;Сибирский федеральный округ;11715;11715;
Первомайский;Первомайский;Тамбовская;https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D0%B2%D0%BE%D0%BC%D0%B0%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_(%D0%9F%D0%B5%D1%80%D0%B2%D0%BE%D0%BC%D0%B0%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD,_%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);53.2425;40.28666667;682 225 519;68622151051;11742;0.0;148.0;747548;393700;UTC+3;Тамбовская область;68;1040327.0;34462.0;Тамбов;Центральный федеральный округ;11742;11742;
Марьянская;Марьянская;Краснодарский;https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D1%8C%D1%8F%D0%BD%D1%81%D0%BA%D0%B0%D1%8F;45.1;38.63333333;3 223 812 001;03623412101;11742;0.0;14.0;786165;353823;UTC+3;Краснодарский край;3;5570945.0;75485.0;Краснодар;Южный федеральный округ;;;
Светлый Яр;Светлый Яр;Волгоградская;https://ru.wikipedia.org/wiki/%D0%A1%D0%B2%D0%B5%D1%82%D0%BB%D1%8B%D0%B9_%D0%AF%D1%80;48.475;44.76972222;18 249 551;18649151051;11749;0.0;18.0;784477;404171;UTC+3;Волгоградская область;18;2535202.0;112877.0;Волгоград;Южный федеральный округ;11749;11749;
Нязепетровск;Нязепетровск;Челябинская;https://ru.wikipedia.org/wiki/%D0%9D%D1%8F%D0%B7%D0%B5%D0%BF%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA;56.05;59.6;75 244 501;75644101001;11752;0.0;0.0;735156;456970;UTC+5;Челябинская область;74;3502323.0;88529.0;Челябинск;Уральский федеральный округ;11752;11752;
Александрийская;Александрийская;Ставропольский;https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_(%D0%A1%D1%82%D0%B0%D0%B2%D1%80%D0%BE%D0%BF%D0%BE%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D1%80%D0%B0%D0%B9);44.22777778;43.33333333;7 215 802 001;07615402101;11761;0.0;0.0;;;UTC+3;Ставропольский край;7;2804383.0;66160.0;Ставрополь;Северо–Кавказский федеральный округ;;;
Мескер-Юрт;Мескер-Юрт;Чечня;https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D1%81%D0%BA%D0%B5%D1%80-%D0%AE%D1%80%D1%82;43.25138889;45.90944444;96 237 825 001;96637425101;11764;0.0;129.0;+7 87146[1];366311;UTC+3;Чечня;96;1414865.0;15647.0;Грозный;Северо–Кавказский федеральный округ;;;
Лихославль;Лихославль;Тверская;https://ru.wikipedia.org/wiki/%D0%9B%D0%B8%D1%85%D0%BE%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C;57.11666667;35.46666667;28 238 501;28638101001;11790;0.0;170.0;748261;171210;UTC+3;Тверская область;28;1296799.0;84201.0;Тверь;Центральный федеральный округ;11790;11790;
Ханская;Ханская;Адыгея;https://ru.wikipedia.org/wiki/%D0%A5%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F;44.68055556;39.96111111;79 401 000 008;79701000141;11803;0.0;0.0;;;UTC+3;Адыгея;79;453366.0;7792.0;Майкоп;Южный федеральный округ;;;
Ногир;Ногир;Алания;https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B3%D0%B8%D1%80;43.07694444;44.63527778;90 240 855 001;90640455101;11814;0.0;570.0;+7 +7 8672;363121;UTC+3;Северная Осетия — Алания;90;703262.0;7987.0;Владикавказ;Северо–Кавказский федеральный округ;;;
Удачный;Удачный;Саха;https://ru.wikipedia.org/wiki/%D0%A3%D0%B4%D0%B0%D1%87%D0%BD%D1%8B%D0%B9;66.4;11.03833333;98 231 509;98631109001;11835;2.0;380.0;741136;678188;UTC+9;Саха (Якутия);98;962835.0;3083523.0;Якутск;Дальневосточный федеральный округ;11835;11835;
Исламей;Исламей;Кабардино-Балкария;https://ru.wikipedia.org/wiki/%D0%98%D1%81%D0%BB%D0%B0%D0%BC%D0%B5%D0%B9_(%D1%81%D0%B5%D0%BB%D0%BE);43.67333333;43.45333333;83 210 000 007;83610455101;11839;92.0;531.0;786634;361520;UTC+3;Кабардино-Балкария;83;864454.0;12470.0;Нальчик;Северо–Кавказский федеральный округ;;;
Серноводская;Серноводская;Чечня;https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D1%80%D0%BD%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F;43.3175;45.14111111;96 231 825 001;96631425101;11882;0.0;258.0;787154;;UTC+3;Чечня;96;1414865.0;15647.0;Грозный;Северо–Кавказский федеральный округ;;;
Пластуновская;Пластуновская;Краснодарский;https://ru.wikipedia.org/wiki/%D0%9F%D0%BB%D0%B0%D1%81%D1%82%D1%83%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F;45.29611111;39.26611111;3 214 822 001;03614422101;11886;0.0;35.0;786162;353206;UTC+3;Краснодарский край;3;5570945.0;75485.0;Краснодар;Южный федеральный округ;;;
Сибирский;Сибирский;Алтайский;https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%B1%D0%B8%D1%80%D1%81%D0%BA%D0%B8%D0%B9_(%D0%90%D0%BB%D1%82%D0%B0%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D1%80%D0%B0%D0%B9);53.55694444;83.83833333;1 555;01755000051;11896;7.08;0.0;738532;658076;UTC+7;Алтайский край;1;2365680.0;167996.0;Барнаул;Сибирский федеральный округ;11896;11896;
Верхнеднепровский;Верхнеднепровский;Смоленская;https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%80%D1%85%D0%BD%D0%B5%D0%B4%D0%BD%D0%B5%D0%BF%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9;54.98111111;33.34361111;66 214 553;66614153051;11897;7.39;210.0;748144;215750;UTC+3;Смоленская область;66;953201.0;49779.0;Смоленск;Центральный федеральный округ;11897;11897;
Поспелиха;Поспелиха;Алтайский;https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%81%D0%BF%D0%B5%D0%BB%D0%B8%D1%85%D0%B0_(%D0%90%D0%BB%D1%82%D0%B0%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D1%80%D0%B0%D0%B9);51.98333333;81.83333333;1 234 895 001;01634495101;11915;0.0;0.0;;659700–659702;UTC+7;Алтайский край;1;2365680.0;167996.0;Барнаул;Сибирский федеральный округ;;;
Ветлужский;Ветлужский;Костромская;https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%82%D0%BB%D1%83%D0%B6%D1%81%D0%BA%D0%B8%D0%B9_(%D0%9A%D0%BE%D1%81%D1%82%D1%80%D0%BE%D0%BC%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);58.38333333;45.45638889;34 430 555;34730000056;11919;0.0;0.0;;157510;UTC+3;Костромская область;34;648157.0;60211.0;Кострома;Центральный федеральный округ;11919;11919;
Алхан-Кала;Алхан-Кала;Чечня;https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D1%85%D0%B0%D0%BD-%D0%9A%D0%B0%D0%BB%D0%B0;43.26055556;45.53527778;96 207 802 001;96607402101;11924;0.0;210.0;+7 8712[2];366005;UTC+3;Чечня;96;1414865.0;15647.0;Грозный;Северо–Кавказский федеральный округ;;;
Выльгорт;Выльгорт;Коми;https://ru.wikipedia.org/wiki/%D0%92%D1%8B%D0%BB%D1%8C%D0%B3%D0%BE%D1%80%D1%82;61.6225;50.75722222;87 228 805 001;87628405101;11946;0.0;0.0;782130;168220;UTC+3;Коми;87;850554.0;416774.0;Сыктывкар;Северо-Западный федеральный округ;;;
Новая Ляля;Новая Ляля;Свердловская;https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%B0%D1%8F_%D0%9B%D1%8F%D0%BB%D1%8F;59.05;60.6;65 229;65716000001;11947;20.0;100.0;734388;;UTC+5;Свердловская область;65;4329341.0;194307.0;Екатеринбург;Уральский федеральный округ;11947;11947;
Чаплыгин;Чаплыгин;Липецкая;https://ru.wikipedia.org/wiki/%D0%A7%D0%B0%D0%BF%D0%BB%D1%8B%D0%B3%D0%B8%D0%BD_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4);53.24166667;39.96666667;42 256 501;42656101001;11948;11.0;140.0;747475;399900;UTC+3;Липецкая область;42;1156221.0;24047.0;Липецк;Центральный федеральный округ;11948;11948;
Сурхахи;Сурхахи;Ингушетия;https://ru.wikipedia.org/wiki/%D0%A1%D1%83%D1%80%D1%85%D0%B0%D1%85%D0%B8;43.18333333;44.9;26 220 845 001;26605445101;11970;0.0;694.0;78732;386147;UTC+3;Ингушетия;26;480474.0;3628.0;Магас;Северо–Кавказский федеральный округ;;;
Новоминская;Новоминская;Краснодарский;https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%BE%D0%BC%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F;46.31111111;38.95833333;3 220 810 001;03620410101;11971;0.0;23.0;786164;;UTC+3;Краснодарский край;3;5570945.0;75485.0;Краснодар;Южный федеральный округ;;;
Белоярский;Белоярский;Свердловская;https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D0%BE%D1%8F%D1%80%D1%81%D0%BA%D0%B8%D0%B9_(%D0%A1%D0%B2%D0%B5%D1%80%D0%B4%D0%BB%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);56.75277778;61.39277778;65 209 551;65706000051;11972;0.0;196.0;+7 343 77;624030;UTC+5;Свердловская область;65;4329341.0;194307.0;Екатеринбург;Уральский федеральный округ;11972;11972;
Солнечный;Солнечный;Хабаровский;https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BB%D0%BD%D0%B5%D1%87%D0%BD%D1%8B%D0%B9_(%D0%A5%D0%B0%D0%B1%D0%B0%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D1%80%D0%B0%D0%B9);50.71666667;13.11055556;8 244 551 000;08644151051;11975;0.0;300.0;742146;682711;UTC+10;Хабаровский край;8;1333294.0;787633.0;Хабаровск;Дальневосточный федеральный округ;11975;11975;
Аркадак;Аркадак;Саратовская;https://ru.wikipedia.org/wiki/%D0%90%D1%80%D0%BA%D0%B0%D0%B4%D0%B0%D0%BA;51.93333333;43.5;63 203 501;63603101001;11986;16.0;130.0;784542;412210;UTC+4;Саратовская область;63;2479260.0;101240.0;Саратов;Приволжский федеральный округ;11986;11986;
Герменчук;Герменчук;Чечня;https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D1%80%D0%BC%D0%B5%D0%BD%D1%87%D1%83%D0%BA_(%D0%A7%D0%B5%D1%87%D0%BD%D1%8F);43.18888889;45.92444444;96 237 813 001;96637413101;11986;0.0;174.0;+7 87146[1];366305;UTC+3;Чечня;96;1414865.0;15647.0;Грозный;Северо–Кавказский федеральный округ;;;
Красноусольский;Красноусольский;Башкортостан;https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%BE%D1%83%D1%81%D0%BE%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B9;53.89472222;56.46861111;80 221 823 001;80621423101;11991;0.0;0.0;734740;453050;UTC+5;Башкортостан;80;4066972.0;142947.0;Уфа;Приволжский федеральный округ;;;
Платнировская;Платнировская;Краснодарский;https://ru.wikipedia.org/wiki/%D0%9F%D0%BB%D0%B0%D1%82%D0%BD%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F;45.38333333;39.36666667;3 221 819 001;03621419101;12004;0.0;34.0;786142;;UTC+3;Краснодарский край;3;5570945.0;75485.0;Краснодар;Южный федеральный округ;;;
Сунжа;Сунжа;Алания;https://ru.wikipedia.org/wiki/%D0%A1%D1%83%D0%BD%D0%B6%D0%B0_(%D0%A1%D0%B5%D0%B2%D0%B5%D1%80%D0%BD%D0%B0%D1%8F_%D0%9E%D1%81%D0%B5%D1%82%D0%B8%D1%8F);43.06055556;44.82138889;90 240 870 001;90640470101;12030;0.0;0.0;;363104;UTC+3;Северная Осетия — Алания;90;703262.0;7987.0;Владикавказ;Северо–Кавказский федеральный округ;;;
Курская;Курская;Ставропольский;https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D1%80%D1%81%D0%BA%D0%B0%D1%8F_(%D1%81%D1%82%D0%B0%D0%BD%D0%B8%D1%86%D0%B0);44.0375;44.46222222;7 233 807 001;07633407101;12045;16.0;0.0;+7 879 64;357850, 357851;UTC+3;Ставропольский край;7;2804383.0;66160.0;Ставрополь;Северо–Кавказский федеральный округ;;;
Торопец;Торопец;Тверская;https://ru.wikipedia.org/wiki/%D0%A2%D0%BE%D1%80%D0%BE%D0%BF%D0%B5%D1%86;56.5;31.63333333;28 255 501;28655101001;12092;0.0;180.0;748268;172840;UTC+3;Тверская область;28;1296799.0;84201.0;Тверь;Центральный федеральный округ;12092;12092;
Старые Атаги;Старые Атаги;Чечня;https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D1%80%D1%8B%D0%B5_%D0%90%D1%82%D0%B0%D0%B3%D0%B8;43.12194444;45.73805556;96 207 849 001;96607449101;12092;0.0;274.0;+7 8712[2];366023;UTC+3;Чечня;96;1414865.0;15647.0;Грозный;Северо–Кавказский федеральный округ;;;
Инской;Инской;Кемеровская;https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D0%BA%D0%BE%D0%B9;54.43333333;86.41666667;32 407 557;32707000066;12099;0.0;0.0;+7 38452 (г.Белово);652644;UTC+7;Кемеровская область;32;2708844.0;95725.0;Кемерово;Сибирский федеральный округ;12099;12099;
Шерловая Гора;Шерловая Гора;Забайкальский;https://ru.wikipedia.org/wiki/%D0%A8%D0%B5%D1%80%D0%BB%D0%BE%D0%B2%D0%B0%D1%8F_%D0%93%D0%BE%D1%80%D0%B0;50.53722222;11.10555556;76 209 554;76609154051;12132;27741.0;0.0;730233;674607;UTC+9;Забайкальский край;76;1078983.0;431892.0;Чита;Сибирский федеральный округ;12132;12132;
Волосово;Волосово;Ленинградская;https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%BB%D0%BE%D1%81%D0%BE%D0%B2%D0%BE;59.45;29.48333333;41 206 501;41606101001;12148;8.0;135.0;781373;188410;UTC+3;Ленинградская область;41;1791916.0;83908.0;Санкт-Петербург;Северо-Западный федеральный округ;12148;12148;
Ботлих;Ботлих;Дагестан;https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D1%82%D0%BB%D0%B8%D1%85;42.665;46.22;82 209 820 001;82609420101;12159;0.0;955.0;787271;;UTC+3;Дагестан;82;3041900.0;50270.0;Махачкала;Северо–Кавказский федеральный округ;;;
Старотитаровская;Старотитаровская;Краснодарский;https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D1%80%D0%BE%D1%82%D0%B8%D1%82%D0%B0%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F;45.22194444;37.14638889;3 251 822 001;03651422101;12164;294.4;4.0;786148;353530, 353532;UTC+3;Краснодарский край;3;5570945.0;75485.0;Краснодар;Южный федеральный округ;;;
Чегдомын;Чегдомын;Хабаровский;https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D0%B3%D0%B4%D0%BE%D0%BC%D1%8B%D0%BD;51.11666667;13.05;8 214 551 000;08614151051;12170;0.0;0.0;742149;;UTC+10;Хабаровский край;8;1333294.0;787633.0;Хабаровск;Дальневосточный федеральный округ;12170;12170;
Чугуевка;Чугуевка;Приморский;https://ru.wikipedia.org/wiki/%D0%A7%D1%83%D0%B3%D1%83%D0%B5%D0%B2%D0%BA%D0%B0_(%D0%9F%D1%80%D0%B8%D0%BC%D0%BE%D1%80%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D1%80%D0%B0%D0%B9);44.16666667;13.06416667;5 255 000 001;05655437101;12171;0.0;0.0;742372;692623, 692621;UTC+10;Приморский край;5;1923116.0;164673.0;Владивосток;Дальневосточный федеральный округ;;;
Петров Вал;Петров Вал;Волгоградская;https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2_%D0%92%D0%B0%D0%BB;50.13333333;45.21666667;18 218 503 000;18618103001;12177;0.0;0.0;784457;403840;UTC+3;Волгоградская область;18;2535202.0;112877.0;Волгоград;Южный федеральный округ;12177;12177;
