norm_name;name;norm_reg;href;lat;long;okato;oktmo;people;square;height;phone_code;post_index;timezone;RegName;RegOKATO;RegPeople;RegSquare;adm_center;FedName;people2017;city_people;country_people
Черноморское;Черноморское;Крым;https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D1%80%D0%BD%D0%BE%D0%BC%D0%BE%D1%80%D1%81%D0%BA%D0%BE%D0%B5;45.50305556;32.705;35 656 401 051;35656401051;11039;15.0;10.0;+7 36558[5][6];296400;UTC+3;Крым;35;1912168.0;26081.0;Симферополь;Крымский федеральный округ;;;
Могойтуй;Могойтуй;Забайкальский;https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%B3%D0%BE%D0%B9%D1%82%D1%83%D0%B9;51.28472222;11.08194444;76 128 651;76625151051;11046;0.0;0.0;+7 +7 30255;;UTC+9;Забайкальский край;76;1078983.0;431892.0;Чита;Сибирский федеральный округ;11046;11046;
Сосенский;Сосенский;Калужская;https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D1%81%D0%B5%D0%BD%D1%81%D0%BA%D0%B8%D0%B9;54.05;35.96666667;29 216 504;29616104001;11047;0.0;220.0;748442;2.50E+11;UTC+3;Калужская область;29;1014570.0;29777.0;Калуга;Центральный федеральный округ;11047;11047;
Кантемировка;Кантемировка;Воронежская;https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BD%D1%82%D0%B5%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B0;49.70166667;39.85361111;20 219 551;20619151051;11060;0.0;0.0;747367;396730;UTC+3;Воронежская область;20;2335408.0;52216.0;Воронеж;Центральный федеральный округ;11060;11060;
Некрасовский;Некрасовский;Московская;https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%BA%D1%80%D0%B0%D1%81%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_(%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);56.08333333;37.49611111;46 208 563;46608163051;11071;0.0;0.0;;141865;UTC+3;Московская область;46;7423470.0;44329.0;Красногорск;Центральный федеральный округ;11071;11071;
Нариманов;Нариманов;Астраханская;https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%80%D0%B8%D0%BC%D0%B0%D0%BD%D0%BE%D0%B2_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4);46.68333333;47.85;12 240 501;12640101001;11118;0.0;0.0;785171;416111;UTC+4;Астраханская область;12;1018866.0;49024.0;Астрахань;Южный федеральный округ;11118;11118;
Ильинский;Ильинский;Московская;https://ru.wikipedia.org/wiki/%D0%98%D0%BB%D1%8C%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_(%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);55.61666667;38.11666667;46 248 555;46648155051;11123;0.0;0.0;;140120, 140121[2];UTC+3;Московская область;46;7423470.0;44329.0;Красногорск;Центральный федеральный округ;11123;11123;
Красногвардейское;Красногвардейское;Крым;https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%BE%D0%B3%D0%B2%D0%B0%D1%80%D0%B4%D0%B5%D0%B9%D1%81%D0%BA%D0%BE%D0%B5_(%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%BE%D0%B3%D0%B2%D0%B0%D1%80%D0%B4%D0%B5%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD,_%D0%9A%D1%80%D1%8B%D0%BC);45.49777778;34.295;35 620 401 051;35620401051;11134;10.97;46.0;+7 36556[6][7];;UTC+3;Крым;35;1912168.0;26081.0;Симферополь;Крымский федеральный округ;;;
Каякент;Каякент;Дагестан;https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%8F%D0%BA%D0%B5%D0%BD%D1%82;42.38527778;47.90527778;82 224 830 001;82624430101;11144;0.0;0.0;;368554;UTC+3;Дагестан;82;3041900.0;50270.0;Махачкала;Северо–Кавказский федеральный округ;;;
Междуреченский;Междуреченский;Югра;https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B6%D0%B4%D1%83%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_(%D0%A5%D0%B0%D0%BD%D1%82%D1%8B-%D0%9C%D0%B0%D0%BD%D1%81%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D0%B0%D0%B2%D1%82%D0%BE%D0%BD%D0%BE%D0%BC%D0%BD%D1%8B%D0%B9_%D0%BE%D0%BA%D1%80%D1%83%D0%B3);59.6;65.93333333;71 116 660;71816160051;11149;0.0;0.0;+7 (34677);628200;UTC+5;Ханты-Мансийский АО — Югра;71100;1646078.0;534801.0;Ханты-Мансийск;Уральский федеральный округ;;;
Алексеевка;Алексеевка;Самарская;https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%BA%D0%B0_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%BE%D0%B9_%D0%BE%D0%BA%D1%80%D1%83%D0%B3_%D0%9A%D0%B8%D0%BD%D0%B5%D0%BB%D1%8C);53.25;50.5;36 408 554;36708000056;11150;0.0;0.0;784663;446441;UTC+4;Самарская область;36;3203679.0;53565.0;Самара;Приволжский федеральный округ;11150;11150;
Болхов;Болхов;Орловская;https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%BB%D1%85%D0%BE%D0%B2;53.45;36.0;54 204 501;54604101001;11154;11.8;180.0;748640;303140;UTC+3;Орловская область;54;754816.0;24652.0;Орел;Центральный федеральный округ;11154;11154;
Верхний Тагил;Верхний Тагил;Свердловская;https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%80%D1%85%D0%BD%D0%B8%D0%B9_%D0%A2%D0%B0%D0%B3%D0%B8%D0%BB;57.38333333;59.93333333;65 453 503 000;65733000001;11171;19.91;260.0;734357;624162;UTC+5;Свердловская область;65;4329341.0;194307.0;Екатеринбург;Уральский федеральный округ;11171;11171;
Карабаш;Карабаш;Челябинская;https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%80%D0%B0%D0%B1%D0%B0%D1%88;55.48333333;60.2;75 415;75715000001;11178;686.0;350.0;735153;456140–456144;UTC+5;Челябинская область;74;3502323.0;88529.0;Челябинск;Уральский федеральный округ;11178;11178;
Леваши;Леваши;Дагестан;https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B2%D0%B0%D1%88%D0%B8_(%D0%94%D0%B0%D0%B3%D0%B5%D1%81%D1%82%D0%B0%D0%BD);42.43333333;47.31666667;82 234 000 001;82634440101;11186;0.0;1269.0;787252;368320;UTC+3;Дагестан;82;3041900.0;50270.0;Махачкала;Северо–Кавказский федеральный округ;;;
Барсуки;Барсуки;Ингушетия;https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D1%81%D1%83%D0%BA%D0%B8_(%D0%98%D0%BD%D0%B3%D1%83%D1%88%D0%B5%D1%82%D0%B8%D1%8F);43.26138889;44.81083333;26 220 802 001;26605410101;11193;0.0;0.0;;386128;UTC+3;Ингушетия;26;480474.0;3628.0;Магас;Северо–Кавказский федеральный округ;;;
Лысогорская;Лысогорская;Ставропольский;https://ru.wikipedia.org/wiki/%D0%9B%D1%8B%D1%81%D0%BE%D0%B3%D0%BE%D1%80%D1%81%D0%BA%D0%B0%D1%8F;44.10416667;43.27944444;7 215 810 001;07615410101;11198;0.0;0.0;;357838;UTC+3;Ставропольский край;7;2804383.0;66160.0;Ставрополь;Северо–Кавказский федеральный округ;;;
Курсавка;Курсавка;Ставропольский;https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D1%80%D1%81%D0%B0%D0%B2%D0%BA%D0%B0;44.46;42.49527778;7 232 810 001;07632410101;11215;16.0;0.0;786556;357070;UTC+3;Ставропольский край;7;2804383.0;66160.0;Ставрополь;Северо–Кавказский федеральный округ;;;
Развилка;Развилка;Московская;https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B7%D0%B2%D0%B8%D0%BB%D0%BA%D0%B0_(%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);55.59083333;37.74555556;46 228 816 001;46628416101;11216;10.0;0.0;+7 495, 498;;UTC+3;Московская область;46;7423470.0;44329.0;Красногорск;Центральный федеральный округ;;;
Богучаны;Богучаны;Красноярский;https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%B3%D1%83%D1%87%D0%B0%D0%BD%D1%8B;58.37861111;97.43555556;4 209 810 001;04609410101;11232;0.0;0.0;739162;663430;UTC+7;Красноярский край;4;2875301.0;2366797.0;Красноярск;Сибирский федеральный округ;;;
Пангоды;Пангоды;Ямало-Ненецкий;https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BD%D0%B3%D0%BE%D0%B4%D1%8B;65.84805556;74.485;71 156 656;71916156051;11248;0.0;0.0;73499;629757;UTC+5;Ямало-Ненецкий АО;71140;536049.0;769250.0;Салехард;Уральский федеральный округ;;;
Называевск;Называевск;Омская;https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D0%B7%D1%8B%D0%B2%D0%B0%D0%B5%D0%B2%D1%81%D0%BA;55.56666667;71.35;52 413;52636101001;11249;0.0;126.0;738161;646100;UTC+6;Омская область;52;1972682.0;141140.0;Омск;Сибирский федеральный округ;11249;11249;
Закаменск;Закаменск;Бурятия;https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D0%BA%D0%B0%D0%BC%D0%B5%D0%BD%D1%81%D0%BA;50.38333333;10.05472222;81 221 501;81621101001;11249;59.22;1100.0;730137;671950;UTC+8;Бурятия;81;984134.0;351334.0;Улан-Удэ;Сибирский федеральный округ;11249;11249;
Октябрьская;Октябрьская;Краснодарский;https://ru.wikipedia.org/wiki/%D0%9E%D0%BA%D1%82%D1%8F%D0%B1%D1%80%D1%8C%D1%81%D0%BA%D0%B0%D1%8F_(%D0%9A%D1%80%D1%8B%D0%BB%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);46.285;39.75611111;3 224 824 001;03624424101;11252;0.0;60.0;786161;352085;UTC+3;Краснодарский край;3;5570945.0;75485.0;Краснодар;Южный федеральный округ;;;
Сосновка;Сосновка;Кировская;https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D1%81%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0_(%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);56.25;51.28333333;33 210 504;33610104001;11254;0.0;80.0;783334;612990;UTC+3;Кировская область;33;1291684.0;120374.0;Киров;Приволжский федеральный округ;11254;11254;
Усть-Донецкий;Усть-Донецкий;Ростовская;https://ru.wikipedia.org/wiki/%D0%A3%D1%81%D1%82%D1%8C-%D0%94%D0%BE%D0%BD%D0%B5%D1%86%D0%BA%D0%B8%D0%B9;47.63972222;40.86638889;60 255 551;60655151051;11256;0.0;66.0;786351;;UTC+3;Ростовская область;60;4231355.0;100967.0;Ростов-на-Дону;Южный федеральный округ;11256;11256;
Чулым;Чулым;Новосибирская;https://ru.wikipedia.org/wiki/%D0%A7%D1%83%D0%BB%D1%8B%D0%BC_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4);55.1;80.96666667;50 259 501;50659101001;11270;0.0;130.0;738350;632551;UTC+7;Новосибирская область;50;2779555.0;177756.0;Новосибирск;Сибирский федеральный округ;11270;11270;
Кораблино;Кораблино;Рязанская;https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%B0%D0%B1%D0%BB%D0%B8%D0%BD%D0%BE;53.91666667;40.01666667;61 212 501;61612101001;11272;0.0;135.0;749143;391200, 391201;UTC+3;Рязанская область;61;1126739.0;39605.0;Рязань;Центральный федеральный округ;11272;11272;
Кадуй;Кадуй;Вологодская;https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B4%D1%83%D0%B9_(%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9_%D0%BF%D0%BE%D1%81%D1%91%D0%BB%D0%BE%D0%BA);59.2;37.15;19 226 551;19626151051;11280;44.0;0.0;781742;;UTC+3;Вологодская область;19;1183860.0;144527.0;Вологда;Северо-Западный федеральный округ;11280;11280;
Богучар;Богучар;Воронежская;https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%B3%D1%83%D1%87%D0%B0%D1%80;49.93333333;40.55;20 205 501;20605101001;11295;13.0;80.0;747366;;UTC+3;Воронежская область;20;2335408.0;52216.0;Воронеж;Центральный федеральный округ;11295;11295;
Новоорск;Новоорск;Оренбургская;https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%BE%D0%BE%D1%80%D1%81%D0%BA;51.36388889;59.03444444;53 230 814 001;53630414101;11295;0.0;0.0;735363;462800;UTC+5;Оренбургская область;53;1989589.0;123702.0;Оренбург;Приволжский федеральный округ;;;
Киренск;Киренск;Иркутская;https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D1%80%D0%B5%D0%BD%D1%81%D0%BA;57.78333333;10.135;25 220 501 000;25620101001;11310;0.0;260.0;739568;666703;UTC+8;Иркутская область;25;2408901.0;774846.0;Иркутск;Сибирский федеральный округ;11310;11310;
Фряново;Фряново;Московская;https://ru.wikipedia.org/wiki/%D0%A4%D1%80%D1%8F%D0%BD%D0%BE%D0%B2%D0%BE;56.13416667;38.44;46 259 563;46659163051;11310;0.0;0.0;749656;141147;UTC+3;Московская область;46;7423470.0;44329.0;Красногорск;Центральный федеральный округ;11310;11310;
Редкино;Редкино;Тверская;https://ru.wikipedia.org/wiki/%D0%A0%D0%B5%D0%B4%D0%BA%D0%B8%D0%BD%D0%BE_(%D0%A2%D0%B2%D0%B5%D1%80%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);56.64333333;36.29611111;28 230 574;28630174051;11317;0.0;0.0;748242;171260, 171261;UTC+3;Тверская область;28;1296799.0;84201.0;Тверь;Центральный федеральный округ;11317;11317;
Первомайский;Первомайский;Забайкальский;https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D0%B2%D0%BE%D0%BC%D0%B0%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_(%D0%97%D0%B0%D0%B1%D0%B0%D0%B9%D0%BA%D0%B0%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D1%80%D0%B0%D0%B9);51.6675;11.09361111;76 254 558;76654158051;11334;0.0;0.0;730262;673390;UTC+9;Забайкальский край;76;1078983.0;431892.0;Чита;Сибирский федеральный округ;11334;11334;
Горный;Горный;Забайкальский;https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%BD%D1%8B%D0%B9_(%D0%97%D0%B0%D0%B1%D0%B0%D0%B9%D0%BA%D0%B0%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D1%80%D0%B0%D0%B9);51.55;11.05055556;76 585;76785000051;11337;0.0;0.0;730257;672900;UTC+9;Забайкальский край;76;1078983.0;431892.0;Чита;Сибирский федеральный округ;11337;11337;
Тетюши;Тетюши;Татарстан;https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D1%82%D1%8E%D1%88%D0%B8;54.93333333;48.83333333;92 255 501 000;92655101001;11337;0.0;160.0;784373;422370;UTC+3;Татарстан;92;3885253.0;67847.0;Казань;Приволжский федеральный округ;11337;11337;
Пионерский;Пионерский;Калининградская;https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D0%BE%D0%BD%D0%B5%D1%80%D1%81%D0%BA%D0%B8%D0%B9_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4);54.95;20.21666667;27 417;27717000001;11352;8.3;23.0;740155;238590;UTC+2;Калининградская область;27;986261.0;15125.0;Калининград;Северо-Западный федеральный округ;11352;11352;
Балей;Балей;Забайкальский;https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BB%D0%B5%D0%B9;51.57694444;11.11055556;76 405;76606101001;11370;49.0;620.0;730232;673450;UTC+9;Забайкальский край;76;1078983.0;431892.0;Чита;Сибирский федеральный округ;11370;11370;
Новый Хушет;Новый Хушет;Дагестан;https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D1%8B%D0%B9_%D0%A5%D1%83%D1%88%D0%B5%D1%82;42.89861111;47.55527778;82 401 365 002;82701365111;11371;0.0;0.0;;367911;UTC+3;Дагестан;82;3041900.0;50270.0;Махачкала;Северо–Кавказский федеральный округ;;;
Звенигово;Звенигово;Марий;https://ru.wikipedia.org/wiki/%D0%97%D0%B2%D0%B5%D0%BD%D0%B8%D0%B3%D0%BE%D0%B2%D0%BE;55.96666667;48.01666667;88 212 501 000;88612101001;11379;0.0;60.0;783645;425060;UTC+3;Марий Эл;88;684684.0;23375.0;Йошкар-Ола;Приволжский федеральный округ;11379;11379;
Чекмагуш;Чекмагуш;Башкортостан;https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D0%BA%D0%BC%D0%B0%D0%B3%D1%83%D1%88;55.14111111;54.65;80 256 870 001;80656470101;11382;0.0;0.0;;452200;UTC+5;Башкортостан;80;4066972.0;142947.0;Уфа;Приволжский федеральный округ;;;
Бессоновка;Бессоновка;Пензенская;https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D1%81%D1%81%D0%BE%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0_(%D0%91%D0%B5%D1%81%D1%81%D0%BE%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);53.30833333;45.04194444;56 213 804 001;56613404101;11408;0.0;0.0;784140;;UTC+3;Пензенская область;56;1341526.0;43352.0;Пенза;Приволжский федеральный округ;;;
Иловля;Иловля;Волгоградская;https://ru.wikipedia.org/wiki/%D0%98%D0%BB%D0%BE%D0%B2%D0%BB%D1%8F_(%D0%92%D0%BE%D0%BB%D0%B3%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);49.30277778;43.98388889;18 214 551;18614151051;11418;0.0;0.0;;403071[2];UTC+3;Волгоградская область;18;2535202.0;112877.0;Волгоград;Южный федеральный округ;11418;11418;
Чегем Второй;Чегем Второй;Кабардино-Балкария;https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D0%B3%D0%B5%D0%BC_%D0%92%D1%82%D0%BE%D1%80%D0%BE%D0%B9;43.59444444;43.59444444;83 245 000 010;83645435101;11425;70.0;475.0;786634;361402;UTC+3;Кабардино-Балкария;83;864454.0;12470.0;Нальчик;Северо–Кавказский федеральный округ;;;
Эльбан;Эльбан;Хабаровский;https://ru.wikipedia.org/wiki/%D0%AD%D0%BB%D1%8C%D0%B1%D0%B0%D0%BD;50.09138889;13.10833333;82 035 603;08603160051;11438;0.0;67.0;+7 421 42;682610;UTC+10;Хабаровский край;8;1333294.0;787633.0;Хабаровск;Дальневосточный федеральный округ;11438;11438;
Кизляр;Кизляр;Алания;https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D0%B7%D0%BB%D1%8F%D1%80_(%D0%A1%D0%B5%D0%B2%D0%B5%D1%80%D0%BD%D0%B0%D1%8F_%D0%9E%D1%81%D0%B5%D1%82%D0%B8%D1%8F);43.70222222;44.59555556;90 230 820 001;90630420101;11439;52.2;123.0;786736;363711;UTC+3;Северная Осетия — Алания;90;703262.0;7987.0;Владикавказ;Северо–Кавказский федеральный округ;;;
Андреевка;Андреевка;Московская;https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B5%D0%B2%D0%BA%D0%B0_(%D0%A1%D0%BE%D0%BB%D0%BD%D0%B5%D1%87%D0%BD%D0%BE%D0%B3%D0%BE%D1%80%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);55.97972222;37.13527778;46 252 553 000;46652153051;11444;0.0;0.0;749626;141551;UTC+3;Московская область;46;7423470.0;44329.0;Красногорск;Центральный федеральный округ;11444;11444;
Горнозаводск;Горнозаводск;Пермский;https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%BD%D0%BE%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D1%81%D0%BA_(%D0%9F%D0%B5%D1%80%D0%BC%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D1%80%D0%B0%D0%B9);58.38333333;58.31666667;57 214 501 000;57614101001;11477;0.0;280.0;734269;618820;UTC+5;Пермский край;57;2632097.0;160236.0;Пермь;Приволжский федеральный округ;11477;11477;
Чердаклы;Чердаклы;Ульяновская;https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D1%80%D0%B4%D0%B0%D0%BA%D0%BB%D1%8B_(%D0%A3%D0%BB%D1%8C%D1%8F%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);54.35583333;48.84694444;73 256 551;73656151051;11477;0.0;91.0;;433400;UTC+4;Ульяновская область;73;1252887.0;37181.0;Ульяновск;Приволжский федеральный округ;11477;11477;
Таловая;Таловая;Воронежская;https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%BB%D0%BE%D0%B2%D0%B0%D1%8F_(%D0%A2%D0%B0%D0%BB%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);51.11666667;40.71666667;20 251 551 000;20651151051;11485;0.0;0.0;747352;;UTC+3;Воронежская область;20;2335408.0;52216.0;Воронеж;Центральный федеральный округ;11485;11485;
Бабаево;Бабаево;Вологодская;https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%B1%D0%B0%D0%B5%D0%B2%D0%BE;59.38333333;35.95;19 205 501 000;19605101001;11493;0.0;137.0;781743;;UTC+3;Вологодская область;19;1183860.0;144527.0;Вологда;Северо-Западный федеральный округ;11493;11493;
Сорск;Сорск;Хакасия;https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D1%80%D1%81%D0%BA;54.0;90.25;95 409;95709000001;11514;70.0;750.0;+7 390332xxxx, 390323xxxx;655111;UTC+7;Хакасия;95;537668.0;61569.0;Абакан;Сибирский федеральный округ;11514;11514;
Ойсхара;Ойсхара;Чечня;https://ru.wikipedia.org/wiki/%D0%9E%D0%B9%D1%81%D1%85%D0%B0%D1%80%D0%B0;43.26222222;46.24888889;96 210 555;96610418101;11546;0.0;0.0;787152;366211, 366219;UTC+3;Чечня;96;1414865.0;15647.0;Грозный;Северо–Кавказский федеральный округ;;;
Емельяново;Емельяново;Красноярский;https://ru.wikipedia.org/wiki/%D0%95%D0%BC%D0%B5%D0%BB%D1%8C%D1%8F%D0%BD%D0%BE%D0%B2%D0%BE_(%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%BE%D1%8F%D1%80%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D1%80%D0%B0%D0%B9);56.17055556;92.67222222;4 214 551 000;04614151051;11553;0.0;0.0;739133;663020;UTC+7;Красноярский край;4;2875301.0;2366797.0;Красноярск;Сибирский федеральный округ;11492;11492;
Михнево;Михнево;Московская;https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%85%D0%BD%D0%B5%D0%B2%D0%BE_(%D0%A1%D1%82%D1%83%D0%BF%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);55.12111111;37.96;46 253 558;46653158051;11554;0.0;0.0;;142840;UTC+3;Московская область;46;7423470.0;44329.0;Красногорск;Центральный федеральный округ;11554;11554;
Белиджи;Белиджи;Дагестан;https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D0%B8%D0%B4%D0%B6%D0%B8;41.87555556;48.39027778;82 220 555;82620155051;11565;0.0;0.0;787240;368615;UTC+3;Дагестан;82;3041900.0;50270.0;Махачкала;Северо–Кавказский федеральный округ;11565;11565;
Чкаловск;Чкаловск;Нижегородская;https://ru.wikipedia.org/wiki/%D0%A7%D0%BA%D0%B0%D0%BB%D0%BE%D0%B2%D1%81%D0%BA_(%D0%9D%D0%B8%D0%B6%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);56.76666667;43.25;22 255 501;22755000001;11569;0.0;100.0;783160;606540;UTC+3;Нижегородская область;22;3247713.0;76624.0;Нижний Новгород;Приволжский федеральный округ;11569;11569;
Мокшан;Мокшан;Пензенская;https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%BA%D1%88%D0%B0%D0%BD;53.43972222;44.61055556;56 245 551;56645151051;11569;7.0;0.0;784150;442370, 442371;UTC+3;Пензенская область;56;1341526.0;43352.0;Пенза;Приволжский федеральный округ;11569;11569;
Знаменка;Знаменка;Орловская;https://ru.wikipedia.org/wiki/%D0%97%D0%BD%D0%B0%D0%BC%D0%B5%D0%BD%D0%BA%D0%B0_(%D0%9E%D1%80%D0%BB%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);52.89972222;35.98083333;54 247 552;54647152051;11571;0.0;0.0;;302520;UTC+3;Орловская область;54;754816.0;24652.0;Орел;Центральный федеральный округ;11571;11571;
Благовещенка;Благовещенка;Алтайский;https://ru.wikipedia.org/wiki/%D0%91%D0%BB%D0%B0%D0%B3%D0%BE%D0%B2%D0%B5%D1%89%D0%B5%D0%BD%D0%BA%D0%B0;52.83333333;79.86666667;1 205 551 000;01605151051;11577;0.0;109.0;738564;658670;UTC+7;Алтайский край;1;2365680.0;167996.0;Барнаул;Сибирский федеральный округ;11577;11577;
Никель;Никель;Мурманская;https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%BA%D0%B5%D0%BB%D1%8C_(%D0%9C%D1%83%D1%80%D0%BC%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);69.40805556;30.22055556;47 215 551;47615151051;11599;15.16;140.0;781554;184420, 184421;UTC+3;Мурманская область;47;757621.0;144902.0;Мурманск;Северо-Западный федеральный округ;11599;11599;
Кемь;Кемь;Карелия;https://ru.wikipedia.org/wiki/%D0%9A%D0%B5%D0%BC%D1%8C_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4);64.95;34.6;86 212 501 000;86612101001;11604;21.0;10.0;781458;186615;UTC+3;Карелия;86;627083.0;180520.0;Петрозаводск;Северо-Западный федеральный округ;11604;11604;
